;matchId;blue_win;blueGold;blueMinionsKilled;blueJungleMinionsKilled;blueAvgLevel;redGold;redMinionsKilled;redJungleMinionsKilled;redAvgLevel;blueChampKills;blueHeraldKills;blueDragonKills;blueTowersDestroyed;redChampKills;redHeraldKills;redDragonKills;redTowersDestroyed
5819;3485044819;0;28694;324;78;9,2;29526;333;112;9,4;18;1;0;1;14;2;0;1
5820;3485023808;0;25947;316;63;8,8;27911;374;116;9,8;11;0;0;1;11;2;0;1
5821;3507732490;1;27840;425;90;9,4;23420;339;80;9;8;0;0;0;7;2;0;2
5822;3475801162;1;27226;283;92;9,2;24888;298;74;8,8;13;2;0;0;10;1;0;2
5823;3443839087;1;24886;331;88;8,8;28013;312;86;9,2;8;0;0;1;15;3;0;1
5824;3496088281;1;31086;297;67;9,6;29980;348;71;9,6;21;1;0;1;19;1;0;1
5825;3496053118;1;30010;367;75;9,4;24967;310;68;8,6;15;2;0;0;8;0;0;2
5826;3495885391;1;23658;324;71;8,8;25906;379;81;9,4;7;1;0;0;12;1;0;0
5827;3495778933;1;24811;329;88;9,4;24420;334;62;9;12;1;0;0;8;0;0;0
5828;3493055523;0;25926;341;70;9;24448;319;83;9;12;2;0;0;12;0;0;1
5829;3463571621;0;25518;291;73;8,6;26185;245;108;8,6;14;1;0;1;14;2;0;0
5830;3463531889;0;22105;332;56;9;29508;355;86;9,6;5;1;0;3;12;1;0;0
5831;3463484433;0;24486;308;81;8,2;29973;334;68;9;9;2;0;1;15;1;0;1
5832;3463492726;1;25082;364;84;9,2;22507;314;72;8,4;7;2;0;0;5;0;0;1
5833;3491342790;0;26092;324;75;8,8;27202;368;94;9,4;10;2;0;0;13;0;0;1
5834;3490536317;1;33047;382;111;9,8;21103;314;43;7,8;12;3;0;0;5;0;0;7
5835;3489947723;0;29584;340;78;9,6;29276;360;92;9,6;14;1;0;0;18;2;0;2
5836;3459838283;0;26538;286;64;9;34280;380;81;10;14;2;0;3;24;1;0;0
5837;3459558090;0;22077;331;64;8,6;30504;393;109;9,6;4;0;0;4;10;3;0;0
5838;3498959809;1;27298;338;97;9,2;26297;368;96;9,2;9;2;0;0;12;1;0;2
5839;3478927831;1;33113;362;104;10;22652;308;58;8,4;20;2;0;0;8;1;0;3
5840;3478855216;0;26021;339;104;9,4;30368;374;84;9,8;8;1;0;2;16;2;0;0
5841;3478036644;0;24279;313;77;8,8;27248;362;62;9,6;10;1;0;0;15;0;0;0
5842;3477845660;0;27167;390;78;9,4;24549;355;85;9,2;10;0;0;0;9;1;0;1
5843;3496653740;1;26814;352;98;9,6;24450;321;78;8,8;14;2;0;0;10;1;0;0
5844;3496661095;1;25636;337;73;9;23852;293;71;8,6;14;2;0;1;6;1;0;0
5845;3496587931;0;26532;352;72;8,8;25684;349;96;9,2;7;1;0;1;9;2;0;2
5846;3496401674;0;22963;263;82;9,2;28344;351;108;9,4;8;0;0;2;12;1;0;0
5847;3496325266;0;22540;293;60;8,6;28900;325;95;9,2;10;0;0;1;15;3;0;0
5848;3496321689;1;32657;339;124;9,4;26083;340;44;8,8;20;3;0;0;11;0;0;3
5849;3509221013;1;25495;313;86;9,4;27161;358;96;9,4;11;2;0;2;10;1;0;0
5850;3511746602;0;25707;287;95;9;30890;409;104;10;9;2;0;1;15;1;0;1
5851;3511750049;1;28032;366;87;9,4;25588;404;108;8,8;11;2;0;1;2;1;0;1
5852;3511800732;1;28947;303;75;9,4;27125;331;112;10;15;0;0;0;14;1;0;1
5853;3511743506;0;28483;355;88;9,6;27204;378;85;9,6;16;3;0;1;10;0;0;1
5854;3501572939;1;28111;324;83;9,2;26024;348;84;9;13;1;0;0;12;2;0;0
5855;3501538360;0;24146;323;61;8,4;31112;374;98;10,2;7;1;0;1;20;2;0;1
5856;3497738603;0;26812;343;73;9,4;24073;303;60;8,6;15;1;0;0;11;2;0;0
5857;3497715784;1;30105;343;108;10,2;22548;315;84;8,6;19;2;0;0;6;0;0;1
5858;3490248000;1;29668;374;96;9,6;27058;393;64;9,4;14;2;0;0;12;1;0;2
5859;3490243148;0;24383;344;57;8,8;29599;377;85;9,4;10;1;0;2;14;2;0;0
5860;3496087997;1;26047;337;100;9,4;24300;359;84;9,4;9;2;0;0;7;0;0;1
5861;3494926732;1;31438;357;98;9;27070;296;62;9;16;2;0;1;13;1;0;3
5862;3492606015;0;20025;327;87;8,6;28322;407;90;9,4;1;0;0;3;9;3;0;0
5863;3491305760;1;27304;349;88;9,4;24847;318;82;9,4;13;3;0;0;9;0;0;1
5864;3507159778;0;31498;356;96;9,8;26474;346;78;9,4;21;1;0;0;14;0;0;1
5865;3507124345;0;24582;295;44;8,6;33809;399;115;10,2;14;0;0;3;20;3;0;0
5866;3507017060;1;24883;331;74;8,8;30425;333;102;9;9;2;0;3;15;1;0;1
5867;3507040784;0;26502;331;90;9,2;25352;318;88;8,8;9;2;0;0;13;1;0;2
5868;3502465252;1;26743;354;76;9;24973;324;99;9,4;8;1;0;0;8;1;0;1
5869;3471910874;1;27024;370;91;9,4;23788;348;95;9;11;2;0;0;6;1;0;1
5870;3471011371;0;27947;339;95;9,4;30070;325;84;9,4;15;1;0;2;18;1;0;1
5871;3469660564;1;27774;377;67;9,2;27971;376;73;9;13;1;0;1;13;1;0;1
5872;3468817570;1;26021;382;89;8,8;25718;363;96;9,2;5;2;0;0;9;1;0;2
5873;3508140056;1;28058;323;103;9,2;22640;313;57;8,4;12;2;0;0;5;1;0;2
5874;3507932303;0;25725;342;72;9,2;25520;342;68;9;12;0;0;3;8;3;0;0
5875;3510528901;1;29198;347;102;9,4;27733;296;55;9,2;13;1;0;0;17;1;0;2
5876;3505000972;1;29276;411;104;9,2;23544;357;88;9;9;3;0;0;5;0;0;2
5877;3504833114;1;28671;330;89;9,4;23939;329;80;9;15;3;0;0;8;0;0;2
5878;3504733862;1;29552;309;76;9,4;28372;327;80;9,2;20;1;0;0;17;2;0;0
5879;3504650316;1;24002;330;70;8,8;24596;335;92;9,2;9;2;0;0;8;1;0;0
5880;3506213180;0;28614;329;89;9,2;26946;354;100;9,2;13;1;0;0;12;2;0;0
5881;3505496826;0;23653;323;91;9;25072;327;96;9;8;0;0;1;10;2;0;0
5882;3500599094;1;26018;304;60;9;29278;341;123;9,4;14;0;0;1;15;3;0;0
5883;3492421721;0;23843;262;87;9;31074;353;96;9,8;10;0;0;2;19;2;0;0
5884;3493059145;1;24751;371;69;9;24841;313;85;9;9;1;0;0;11;1;0;0
5885;3493037524;0;29945;333;69;9;29627;327;67;9,2;16;1;0;1;19;2;0;0
5886;3493034393;0;23568;261;73;8,8;29896;337;77;9,2;10;1;0;3;16;1;0;0
5887;3492933660;1;28836;361;95;9,4;27419;362;87;9,4;16;3;0;0;11;0;0;2
5888;3492990855;1;31721;349;72;9,8;24388;337;75;9;21;1;0;0;11;1;0;1
5889;3509771305;1;25465;346;96;9,4;31117;396;73;9,8;10;3;0;3;17;0;0;0
5890;3509425396;0;27030;352;80;9,4;27875;392;95;9,4;10;2;0;1;11;1;0;1
5891;3509343066;0;21917;306;86;8,6;27477;350;85;9,4;4;1;0;1;13;1;0;0
5892;3507977686;0;22353;289;81;8,6;29997;352;98;10;6;0;0;3;15;2;0;0
5893;3508887614;0;23698;353;83;9,2;26679;400;104;9,6;6;1;0;1;7;2;0;0
5894;3508763956;1;25305;396;109;9,4;25897;357;93;9,4;4;0;0;2;9;3;0;1
5895;3508723635;1;26010;354;86;9,2;26414;340;83;9,4;9;1;0;1;9;2;0;1
5896;3508635450;0;25138;348;78;9,2;28292;366;108;9,8;8;2;0;0;18;1;0;0
5897;3511977416;1;27051;311;92;9,4;25758;336;75;9,4;9;2;0;1;9;0;0;2
5898;3512031313;1;29225;356;132;9,8;25635;330;45;8,8;12;3;0;1;10;0;0;2
5899;3511980384;1;26464;356;99;9,4;23979;339;82;8,8;13;1;0;1;6;2;0;0
5900;3509546285;1;26189;363;104;9,2;25253;294;64;8,8;10;0;0;0;13;1;0;0
5901;3489891473;0;25701;328;64;9,2;28139;316;78;9,6;11;1;0;1;17;2;0;0
5902;3488782610;0;23567;315;89;8,8;25905;356;81;9;8;0;0;1;8;2;0;0
5903;3485439631;1;28725;317;88;9;26172;326;100;9,2;15;1;0;0;13;2;0;2
5904;3485395724;0;22375;315;72;8,8;32801;384;95;10,4;6;1;0;2;25;2;0;0
5905;3483928057;1;29619;387;88;9,6;24088;321;83;9,4;14;3;0;0;10;0;0;2
5906;3470833808;1;27258;361;120;9,6;21756;312;86;8,6;8;2;0;0;4;1;0;2
5907;3434278325;0;23154;326;75;8,8;31470;374;126;10;7;0;0;4;15;3;0;0
5908;3434040443;0;23242;342;79;8,6;29170;386;86;9,6;6;0;0;1;13;1;0;0
5909;3433779490;1;29087;354;101;9,8;23054;330;73;8,8;14;3;0;0;7;0;0;3
5910;3391655717;1;31667;373;89;10;24200;337;84;9;19;2;0;0;9;0;0;3
5911;3505397546;0;23005;358;64;8,8;31271;355;104;9,8;5;0;0;3;18;3;0;0
5912;3505339232;0;28284;376;90;9,4;24945;309;85;9,2;11;2;0;1;9;1;0;2
5913;3504992184;0;24786;325;94;9,2;31300;361;86;9,6;9;0;0;4;13;2;0;0
5914;3504929008;1;23236;262;63;8,4;28857;350;95;9,6;10;1;0;1;15;2;0;0
5915;3504964246;1;24886;296;82;8,8;30419;379;93;9,8;10;0;0;1;18;1;0;0
5916;3493175475;1;26658;383;117;9,6;22868;342;92;9;5;1;0;0;5;1;0;2
5917;3492571672;1;28617;325;81;9,6;24338;316;69;9,6;15;3;0;0;10;0;0;2
5918;3466273011;0;28199;275;87;9,2;29822;319;72;9,2;17;2;0;4;15;1;0;1
5919;3466138196;1;34136;288;109;9,6;22749;304;80;8,4;21;3;0;0;7;0;0;2
5920;3465176095;0;22970;362;81;8,8;28162;349;125;9,4;5;2;0;3;8;1;0;0
5921;3498721197;0;25081;307;99;9;27551;363;80;9,4;9;2;0;1;12;1;0;1
5922;3468325554;0;24457;299;83;9,2;24673;361;74;9,2;10;1;0;0;8;0;0;0
5923;3441806441;0;29497;353;86;9,4;25346;358;59;9,2;11;1;0;0;11;2;0;4
5924;3441771133;1;24209;427;86;9,4;24213;335;86;9;4;1;0;0;8;2;0;0
5925;3434518511;0;27921;315;69;9;28203;375;113;9,2;14;1;0;2;9;2;0;1
5926;3498688245;1;31647;342;77;9,2;24420;302;65;8,8;18;2;0;0;9;0;0;3
5927;3498732015;1;28603;318;74;9,2;26717;317;66;8,8;18;1;0;1;14;2;0;1
5928;3498639283;0;23331;371;76;9,2;27036;404;118;10,2;6;1;0;1;9;2;0;0
5929;3498644696;1;26164;354;94;9,4;28522;402;78;9,6;11;1;0;2;9;1;0;0
5930;3511376509;0;29111;284;90;8,8;30821;340;80;9,2;19;1;0;2;17;1;0;1
5931;3495012621;0;22708;290;52;8,4;28714;319;95;9,4;5;1;0;1;16;2;0;1
5932;3465046412;1;24505;338;91;9;26243;403;68;9;5;2;0;2;6;1;0;1
5933;3465042232;1;28802;383;108;9,8;27781;356;81;9,4;12;2;0;1;14;1;0;0
5934;3464939645;1;27833;378;96;9,2;24881;357;82;9;15;2;0;1;6;1;0;1
5935;3464936116;1;25986;365;63;9,4;27207;309;104;9,2;12;2;0;2;9;1;0;0
5936;3502585375;1;28488;362;89;9,6;22555;300;76;8,8;11;2;0;1;5;1;0;2
5937;3490851926;0;23586;270;71;8,2;28946;334;75;9,4;9;1;0;1;18;2;0;0
5938;3474621934;0;27673;281;83;9,4;28548;336;78;9,4;14;1;0;2;16;2;0;1
5939;3483646501;1;27133;382;77;9,6;27985;386;88;9,2;13;1;0;1;10;1;0;0
5940;3482773502;0;23388;325;67;8,8;29977;375;94;9,6;8;0;0;1;17;3;0;0
5941;3482685308;1;29107;294;103;9,4;24216;299;46;8,8;17;1;0;0;15;2;0;1
5942;3462139945;1;32718;390;117;10;20741;312;87;8,4;15;3;0;0;1;0;0;5
5943;3427035039;0;26575;315;75;8,6;28345;340;75;9,2;15;1;0;1;14;2;0;1
5944;3495532595;1;27091;377;60;9,2;25223;318;88;8,8;11;0;0;0;9;3;0;1
5945;3482269588;1;27151;379;107;9,4;20966;364;71;9;6;3;0;0;2;0;0;2
5946;3482274158;1;30454;350;87;9,4;23072;307;76;8,6;18;1;0;0;8;2;0;2
5947;3468824392;1;34903;402;110;10;19547;297;60;8;25;2;0;0;2;0;0;5
5948;3434181055;0;28491;391;84;9,2;25147;358;88;9;12;2;0;2;5;1;0;2
5949;3509526577;1;28304;374;99;9,6;21445;308;83;8,4;11;2;0;0;5;1;0;2
5950;3508165044;1;29015;383;94;9,6;21501;318;84;8,6;11;3;0;0;3;0;0;3
5951;3508180792;1;26705;379;90;9,6;23837;305;96;9,4;10;2;0;0;9;1;0;0
5952;3500573619;0;23884;274;92;8,8;28649;307;66;9,4;11;2;0;2;16;1;0;0
5953;3501340917;1;32239;361;92;9,4;21594;259;70;8;18;2;0;0;7;1;0;3
5954;3500540917;1;26664;360;92;9,4;23011;315;60;9,4;11;2;0;0;8;0;0;1
5955;3500148493;0;27064;297;83;9,2;30184;351;95;9,4;14;2;0;2;17;1;0;0
5956;3500170710;0;24274;329;92;9,2;24441;335;77;9,2;8;1;0;1;6;2;0;0
5957;3511472513;1;26757;306;108;9;23703;296;67;8,4;10;3;0;0;10;0;0;2
5958;3491150640;1;24089;347;68;9,2;26131;374;81;9;7;1;0;1;9;2;0;0
5959;3468552151;1;28650;319;88;9,6;24609;354;78;9;16;3;0;0;6;0;0;2
5960;3464739381;0;25512;299;87;9,4;31443;348;103;9,8;10;0;0;2;19;3;0;0
5961;3508153895;1;24615;339;81;9,2;26832;350;100;9;9;2;0;1;8;1;0;0
5962;3499916303;0;21877;315;102;8,6;31271;350;96;10;3;0;0;3;18;3;0;0
5963;3499873582;1;26648;313;96;9,6;26134;345;114;9,4;12;2;0;1;9;1;0;2
5964;3498885921;1;28623;323;100;9,4;22027;345;85;8,6;14;2;0;0;3;1;0;3
5965;3498043011;1;26148;339;98;10;26262;342;91;9,4;12;2;0;1;10;1;0;1
5966;3497939118;0;25646;311;72;9;29086;347;95;9,4;13;0;0;1;15;2;0;0
5967;3471145418;1;29544;319;119;9,2;24586;304;66;8,8;15;3;0;0;10;1;0;2
5968;3460728560;1;27679;398;95;9,6;22818;374;86;8,8;11;1;0;1;3;2;0;0
5969;3431013039;1;27309;375;83;9,4;25330;368;72;9;12;2;0;1;7;1;0;1
5970;3511192990;0;23843;302;72;9;27575;350;76;9;8;1;0;2;12;2;0;0
5971;3509779193;1;31038;312;95;9,2;22945;293;63;8,4;19;3;0;0;7;0;0;3
5972;3509763549;1;26209;360;98;9,4;23948;313;80;9;10;3;0;0;8;0;0;1
5973;3511698864;0;27160;317;93;9,2;27828;347;84;9,2;12;1;0;1;14;2;0;1
5974;3511014731;1;29649;403;110;10;22060;320;72;9,2;11;1;0;0;4;1;0;2
5975;3509855506;1;33233;342;103;10;20362;285;47;7,8;23;2;0;0;5;0;0;3
5976;3509087237;1;26016;341;78;9,2;24277;345;93;9,2;11;3;0;0;8;0;0;1
5977;3509032503;0;20042;253;67;8,4;33683;382;85;10,2;5;0;0;4;27;3;0;0
5978;3494858275;1;29152;345;107;9,6;23418;314;48;8,2;13;3;0;0;9;0;0;2
5979;3471969495;1;28279;392;97;9,8;25234;369;72;9,2;12;3;0;0;8;0;0;1
5980;3471935452;0;26301;310;104;8,8;30190;373;76;9,4;12;0;0;3;13;3;0;1
5981;3471940678;0;23225;323;93;9;28278;354;84;9,4;7;1;0;0;15;1;0;0
5982;3471903653;0;28048;376;105;9,6;27929;346;81;9,6;10;1;0;1;14;2;0;2
5983;3503256104;1;26649;399;86;9;24784;350;88;9,4;11;0;0;1;6;1;0;0
5984;3503260736;1;32244;325;86;9,6;24581;292;75;8,8;22;2;0;0;9;1;0;2
5985;3503156540;0;26857;337;88;9,4;30718;373;94;9,4;12;1;0;3;15;2;0;0
5986;3501948393;1;30095;375;68;9,6;27189;348;84;9,4;16;1;0;1;13;1;0;2
5987;3501913804;1;25584;356;96;9;22977;373;81;9,2;5;2;0;0;6;0;0;2
5988;3492094402;0;26043;329;85;9,4;27878;376;95;9,4;7;1;0;2;10;2;0;2
5989;3469078079;1;24550;374;88;9;23483;349;100;9,2;6;1;0;0;4;1;0;1
5990;3446445355;0;26522;357;91;9,4;26756;327;86;9,4;9;0;0;1;10;3;0;1
5991;3446470958;0;25567;380;86;9,6;23547;357;88;9,2;10;2;0;0;7;0;0;0
5992;3446319416;1;25802;351;91;9,2;24738;389;93;9;9;1;0;0;6;1;0;1
5993;3505384246;1;29791;382;111;10;25546;398;69;9,6;16;2;0;1;6;0;0;2
5994;3488194552;1;29567;380;111;9,6;25583;334;82;9,4;12;2;0;0;10;1;0;2
5995;3488109130;1;27691;356;85;9,6;26791;342;112;9,8;10;0;0;1;10;3;0;1
5996;3484723191;0;23377;337;79;8,8;28443;340;117;9,4;7;0;0;1;13;3;0;0
5997;3490998609;0;26088;323;78;9,2;24915;351;91;9;11;1;0;1;6;2;0;1
5998;3489084226;1;28305;346;85;9,4;25435;322;103;9,2;11;1;0;0;12;2;0;1
5999;3489026779;1;26826;316;80;9,4;31582;374;85;9,8;12;0;0;3;19;3;0;0
6000;3489069841;1;25540;362;107;9;26632;386;86;9,2;6;1;0;1;9;2;0;1
6001;3484850777;0;24318;372;79;9;27235;385;74;9,6;7;0;0;2;10;3;0;0
6002;3487856350;1;26666;299;75;9,2;28680;339;92;9,4;12;1;0;0;17;2;0;2
6003;3456841699;1;32392;367;90;9,8;26665;292;73;9,2;22;1;0;0;13;0;0;2
6004;3419153780;1;32391;396;100;9,8;23927;277;75;8,4;20;2;0;0;10;1;0;3
6005;3379493220;1;27489;360;67;9,4;23485;338;84;9,2;14;2;0;0;5;1;0;1
6006;3332422760;0;23885;335;82;9,2;29613;334;114;9,6;7;0;0;1;16;3;0;0
6007;3501466236;0;25375;300;56;8,6;34546;326;102;9,6;13;0;0;3;27;3;0;0
6008;3500317428;1;29880;354;88;9,6;22934;328;74;8,8;12;3;0;0;6;0;0;3
6009;3499138734;1;24806;360;78;8,8;26163;345;77;9;9;1;0;0;13;0;0;0
6010;3499037679;1;27085;338;91;8,8;27013;324;79;9;11;1;0;1;12;1;0;1
6011;3499082461;0;22965;311;71;8,6;27486;407;83;9,8;7;0;0;1;12;2;0;0
6012;3486185687;0;27633;270;81;8,8;26221;292;68;9;16;3;0;0;14;1;0;1
6013;3485351998;1;21960;287;103;9;26170;379;96;9,6;3;1;0;1;8;1;0;0
6014;3485250108;1;30474;393;101;9,6;27409;323;70;9;15;2;0;1;11;1;0;1
6015;3484400294;0;24443;312;108;9,4;26960;323;116;9,4;9;1;0;1;10;2;0;0
6016;3484275852;0;26335;301;91;8,8;28381;294;84;9;15;1;0;3;12;2;0;0
6017;3499692074;0;24447;311;79;8,6;28278;355;106;9,6;6;1;0;2;12;2;0;1
6018;3474928232;1;30198;373;108;9,4;22448;365;60;8,8;12;3;0;0;6;0;0;3
6019;3444372919;1;26898;370;76;9,4;24449;361;76;9,2;10;2;0;0;6;1;0;1
6020;3411913114;1;26115;340;83;9,2;25965;323;108;9,2;10;1;0;1;11;2;0;1
6021;3374537039;0;28736;358;96;9,8;26020;347;56;9,4;15;1;0;0;13;1;0;0
6022;3494278061;0;18953;278;49;7,6;33170;364;114;9,6;5;0;0;5;21;3;0;0
6023;3494323860;1;33720;398;94;10;18193;210;56;7,6;20;2;0;0;2;1;0;6
6024;3490494002;1;27533;346;72;9;25279;349;76;9,2;11;1;0;0;11;1;0;1
6025;3490330848;1;25302;356;84;9;28332;289;96;9;9;0;0;1;16;2;0;0
6026;3486315255;0;26107;328;70;8,8;29128;332;82;9;14;0;0;2;13;1;0;0
6027;3505462883;0;22328;342;84;8,6;28094;358;90;9,4;3;0;0;1;14;1;0;1
6028;3505445722;0;25216;342;107;9;27454;411;71;9,4;6;1;0;1;12;2;0;1
6029;3505421751;1;23213;368;95;9,4;22541;315;84;9,4;4;1;0;0;5;2;0;0
6030;3482259986;1;33109;367;89;9,6;26519;326;78;8,6;21;1;0;1;10;1;0;3
6031;3482166545;0;26460;346;87;9,4;23012;367;84;9;8;3;0;0;4;0;0;2
6032;3488756982;0;22801;349;78;8,8;29332;387;98;9,6;5;1;0;2;11;2;0;0
6033;3478014065;1;27325;334;66;9,2;26899;335;80;8,8;13;0;0;1;11;3;0;1
6034;3451082160;1;28184;341;76;9,6;25448;334;73;9;18;1;0;0;9;0;0;1
6035;3413430752;1;25600;369;75;9,2;26381;323;73;9,2;7;2;0;1;13;1;0;0
6036;3369019383;1;25887;302;82;9,4;25325;291;80;9;12;2;0;0;13;0;0;1
6037;3487777094;0;23015;381;81;9,2;27331;381;106;10;5;1;0;1;11;1;0;0
6038;3462041658;0;23097;365;99;9,4;25689;381;118;9,8;1;2;0;0;9;2;0;1
6039;3426525969;0;24931;343;69;9,2;25808;414;100;9,4;9;1;0;0;7;2;0;1
6040;3426481358;0;25899;351;108;9,8;30162;364;84;10,4;7;0;0;2;18;2;0;0
6041;3426324757;0;24790;324;68;9,2;25899;384;115;9,4;9;0;0;0;8;3;0;0
6042;3503820605;0;26813;352;91;9,2;24786;384;91;9;13;2;0;0;5;0;0;1
6043;3473190168;0;28188;300;79;9,4;28185;361;84;9,4;15;2;0;0;15;1;0;1
6044;3439875887;0;25446;264;71;8,4;27316;354;72;9,2;12;1;0;1;14;2;0;1
6045;3363364877;0;25726;287;80;9,2;26451;326;67;9;10;2;0;2;12;1;0;1
6046;3484394559;1;24521;325;104;9,2;25159;397;111;9,2;6;1;0;1;5;2;0;1
6047;3456840698;1;24643;341;93;9,2;25988;345;64;9,2;9;1;0;1;10;1;0;0
6048;3456765416;1;26987;344;83;9,2;24366;352;91;9;10;1;0;1;5;1;0;2
6049;3456782536;1;32645;353;110;9,8;23347;249;56;8,4;26;3;0;0;7;0;0;2
6050;3419683732;1;26334;312;81;9,2;27708;304;80;9,4;9;1;0;1;14;2;0;2
6051;3507811988;0;27664;295;64;8,8;30938;348;84;9,2;19;1;0;2;18;0;0;0
6052;3507766445;1;23268;338;73;8,8;23307;375;87;8,8;8;2;0;0;3;0;0;0
6053;3485416224;1;29567;385;120;9,8;22515;349;95;9,2;14;3;0;0;2;0;0;2
6054;3480820796;0;24970;331;49;8,4;31538;349;84;9,8;9;2;0;2;19;1;0;0
6055;3475951803;0;27431;250;63;8,4;30344;317;71;9,2;17;0;0;2;21;2;0;0
6056;3496654141;0;26364;333;81;8,8;25413;308;70;8,4;11;2;0;1;9;1;0;1
6057;3473603729;0;27688;419;76;9,8;27377;375;111;9,8;11;1;0;0;10;2;0;1
6058;3471202655;1;27176;396;106;9,4;23691;349;105;9,2;8;2;0;0;7;1;0;1
6059;3439242702;1;29150;349;43;9;26396;333;78;8,8;14;0;0;1;13;3;0;2
6060;3439168334;1;32206;340;91;9,8;23717;322;65;9;18;2;0;0;8;0;0;3
6061;3508971525;1;27702;344;102;9,6;21180;284;89;8,6;12;3;0;0;4;0;0;1
6062;3503933557;1;28620;391;87;9,8;22296;310;100;8,4;15;2;0;0;5;1;0;1
6063;3503970405;1;29472;359;92;9,4;23293;310;74;8,6;13;3;0;0;7;0;0;2
6064;3502187360;0;25439;330;83;9;27789;333;95;9,2;10;0;0;1;13;3;0;0
6065;3499210016;0;25998;337;93;9,2;24443;347;68;9;10;0;0;0;10;2;0;0
6066;3473782518;0;23745;320;92;9,2;28165;371;84;9,4;8;0;0;1;15;3;0;0
6067;3444542003;1;27765;333;82;9,6;23873;362;69;9,2;15;2;0;0;7;1;0;1
6068;3414027941;1;24268;350;92;9;24425;390;91;9,4;5;2;0;0;5;1;0;0
6069;3413222861;1;26728;352;80;9,4;28925;365;91;9,8;12;1;0;0;17;1;0;0
6070;3511780992;0;26946;333;89;9,6;26252;379;83;9,2;15;0;0;1;7;3;0;0
6071;3511611750;1;28505;352;70;9,2;24071;337;92;8,8;16;0;0;0;8;2;0;1
6072;3495822368;0;24970;373;80;9,2;24804;360;86;9,2;8;1;0;0;7;2;0;0
6073;3492323408;0;24038;325;73;9;27244;344;106;9,4;7;0;0;2;10;3;0;0
6074;3492278181;0;24516;334;57;8,6;29968;304;75;9,2;10;1;0;1;17;2;0;0
6075;3488885731;1;27277;355;72;9;25792;323;96;8,6;11;2;0;1;9;1;0;0
6076;3486473106;0;24681;299;55;8,6;27856;287;78;9;12;2;0;1;14;0;0;0
6077;3510698096;1;31223;370;88;9,8;25584;356;88;9,2;20;1;0;0;10;0;0;0
6078;3494898709;0;28400;360;71;9;28311;389;76;9,6;13;0;0;0;16;2;0;1
6079;3494921123;1;24401;318;68;8,4;26576;373;82;9;7;1;0;0;9;1;0;1
6080;3491323453;0;23457;360;71;8,8;26682;395;80;8,8;6;1;0;2;7;2;0;0
6081;3490559424;0;21732;289;58;8,2;34314;386;118;10,2;6;1;0;3;22;2;0;0
6082;3490595478;1;34709;365;102;10;24402;271;63;9,2;21;2;0;0;12;1;0;3
6083;3489688025;0;25928;315;84;9,2;28433;311;87;9,4;12;3;0;1;16;0;0;0
6084;3485981842;1;33586;296;77;9,8;29939;354;67;8,8;25;2;0;1;18;0;0;2
6085;3482863999;1;29947;361;60;9,4;24042;268;54;8,8;20;0;0;0;11;2;0;1
6086;3510152871;0;26468;330;80;9,2;29610;348;67;9,4;12;1;0;1;18;1;0;0
6087;3504158082;1;26663;348;82;9,2;27989;344;80;9,4;11;1;0;1;13;1;0;0
6088;3485125860;1;27703;322;83;9,2;24842;304;66;9,2;15;2;0;0;12;1;0;2
6089;3483847432;1;28444;329;93;9,6;24360;317;88;8,8;15;2;0;0;8;1;0;1
6090;3483865252;1;28164;331;89;9,4;21465;347;82;8,8;16;3;0;0;3;0;0;1
6091;3483833091;0;23581;334;95;9;23349;386;84;9;6;2;0;0;4;1;0;0
6092;3458583350;0;25092;364;90;9;22200;319;88;9;4;1;0;0;5;1;0;2
6093;3499014119;1;35134;383;89;10;21511;239;48;7,8;22;2;0;0;7;1;0;6
6094;3468205254;0;25343;359;77;9,4;24803;328;82;8,6;11;2;0;1;7;1;0;0
6095;3462447976;0;26167;285;84;8,6;27402;313;88;9,4;15;1;0;1;14;2;0;0
6096;3510013097;1;24135;405;84;9,6;23562;345;97;9,2;4;2;0;0;7;1;0;0
6097;3509967367;1;25947;354;81;9,2;21421;340;60;8,6;8;2;0;0;4;0;0;3
6098;3509928504;0;21754;352;88;9;25610;333;116;9,8;3;1;0;1;8;2;0;0
6099;3509883059;1;24471;374;81;9,2;25510;347;86;9,8;9;0;0;0;8;3;0;0
6100;3511170091;0;21942;331;90;8,8;29197;387;97;9,8;2;2;0;2;13;1;0;0
6101;3511604341;1;28771;352;64;9,2;27233;302;80;9,2;16;1;0;0;13;2;0;1
6102;3511341900;0;26409;373;95;9,4;26724;396;121;9,8;7;1;0;0;8;2;0;1
6103;3511303611;0;23040;339;80;8,8;29281;373;98;9,6;7;0;0;2;12;2;0;0
6104;3511240128;0;24537;338;80;9,2;24988;322;69;9;10;1;0;1;9;2;0;0
6105;3511340404;0;29526;292;50;9;31146;320;84;9,6;16;0;0;1;25;3;0;1
6106;3509313883;1;26920;328;73;9,4;28056;329;88;9,2;12;0;0;2;13;2;0;1
6107;3509675992;1;33454;334;89;9,8;25642;281;65;8,6;23;3;0;0;12;0;0;2
6108;3508822419;1;26374;358;92;9,4;28369;320;88;9,2;11;0;0;1;15;3;0;1
6109;3508783590;1;27179;374;113;9,4;25661;373;79;9,2;10;2;0;0;10;1;0;1
6110;3510377128;0;23979;353;68;9,4;24044;361;112;9,2;9;0;0;0;4;3;0;0
6111;3504224650;0;22372;284;91;8,4;29358;366;100;9,4;6;2;0;2;14;0;0;0
